feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Lachnospira	Country	NO	0.548081906037443	0.514780723561567	248	154	0.289061687817576	0.405141578201012
UCG.002	Country	NO	0.581148501528434	0.544635805600129	248	188	0.287982331052932	0.405141578201012
Turicibacter	Group	healthy	0.31631816019319	0.300923205671759	248	37	0.295255760228769	0.412200198593889
Anaerofilum	Country	NO	0.232188526301954	0.223567598735984	248	35	0.301050147124354	0.418647860844804
Prevotella	Country	NO	-0.410614808868056	0.408761311511923	248	29	0.317038361362936	0.439165979164222
Peptococcus	Group	healthy	0.386789138457114	0.390201533990514	248	58	0.323513659555922	0.446398693030652
Bifidobacterium	Group	healthy	-0.675987785819438	0.692310220081512	248	210	0.330750726172612	0.454622619758494
Tuzzerella	Country	NO	-0.433327785765296	0.46673547730384	248	52	0.354959075369141	0.486020887813132
Eggerthella	Group	healthy	0.497637958465904	0.540208100665121	248	121	0.358721303527497	0.48908525585624
Enterococcus	Country	NO	0.373167005240682	0.406143721462287	248	64	0.359944766950379	0.48908525585624
Pseudoflavonifractor	Country	NO	0.219377562081274	0.239562329441138	248	39	0.36157192228675	0.489428153361532
Oscillibacter	Country	NO	-0.469704771265639	0.520202977527006	248	197	0.368293303484906	0.496637939547827
Acidaminococcus	Group	healthy	-0.396788079544796	0.452012849629364	248	56	0.381719495217853	0.512800529424738
Agathobacter	Country	NO	0.541803516779132	0.628132675963775	248	173	0.390021501874239	0.521983664162515
Erysipelotrichaceae_UCG.003	Country	NO	-0.486156699361432	0.565887064069068	248	179	0.391921474462501	0.522561965950002
X.Eubacterium._fissicatena_group	Country	NO	0.238940276506336	0.285699018166508	248	55	0.404483772951738	0.537299340189622
Terrisporobacter	Group	healthy	0.303647284637563	0.368378718126619	248	24	0.411474941472304	0.543829627417356
Anaerofustis	Group	healthy	0.144960738808096	0.176179274133246	248	32	0.412457581775748	0.543829627417356
Aggregatibacter	Group	healthy	-0.163558134478929	0.199460755777914	248	21	0.413982665814898	0.543829627417356
Coprococcus	Country	NO	-0.375307347851404	0.465676685260508	248	209	0.421796358667087	0.552056998843687
Akkermansia	Country	NO	0.545321648184001	0.693934879021345	248	119	0.433442372144919	0.565221554884949
Frisingicoccus	Group	healthy	0.292923621446976	0.377435299944261	248	33	0.439166345104492	0.568879898434554
Fournierella	Group	healthy	0.365775125466225	0.47156368891255	248	68	0.439443741768265	0.568879898434554
Erysipelatoclostridium	Group	healthy	-0.454288752935364	0.589359522478274	248	125	0.442330958345664	0.570542830329914
Roseburia	Group	healthy	-0.397662278918284	0.521061862693372	248	232	0.446793394629388	0.574218225588672
Flavonifractor	Group	healthy	0.388829067723663	0.513215085929728	248	217	0.450119961679457	0.576412612798153
Limosilactobacillus	Country	NO	0.104021808168438	0.139260363004829	248	21	0.456423507741135	0.582389852171484
Dielma	Country	NO	-0.274254734456598	0.378687168644744	248	37	0.470292892693611	0.597943820710448
Clostridioides	Country	NO	0.0978824424011595	0.137166493258458	248	10	0.476766833350476	0.604017767518752
Prevotella_7	Group	healthy	0.296441762000816	0.428446583471877	248	38	0.490275884715853	0.608147090448932
X.Eubacterium._xylanophilum_group	Group	healthy	-0.195897649776847	0.281504233233935	248	49	0.487765084345835	0.608147090448932
X.Ruminococcus._gauvreauii_group	Country	NO	0.351929281394102	0.504862776443705	248	168	0.487039368275163	0.608147090448932
Veillonella	Country	NO	0.294677069337745	0.424687964552741	248	170	0.489024900105659	0.608147090448932
f__Christensenellaceae.g__uncultured	Country	NO	0.16550353647774	0.238341799051617	248	36	0.488704263596256	0.608147090448932
Anaerococcus	Country	NO	-0.132497546822647	0.19051892350387	248	20	0.488324895005758	0.608147090448932
RF39	Country	NO	-0.247029825265914	0.358962795155	248	48	0.492614465341782	0.608926214103036
DTU089	Group	healthy	-0.197387212786046	0.291291450745802	248	48	0.499290123770844	0.615042505406299
Prevotella_7	Country	NO	-0.256951824287504	0.401041441200261	248	38	0.522873790975337	0.641872653749034
Prevotella	Group	healthy	-0.276896837475335	0.43637996039938	248	29	0.526884762425263	0.642729544360419
Blautia	Group	healthy	0.193092652530431	0.304519527355427	248	243	0.527182659981017	0.642729544360419
f__Lactobacillaceae.g__unassigned	Country	NO	-0.0842078766316065	0.139868126151267	248	12	0.548156461715172	0.666019455189765
Frisingicoccus	Country	NO	0.211667484858019	0.353612519885743	248	33	0.550529756189545	0.66662786803904
Barnesiella	Country	NO	-0.41259019378994	0.723817340960362	248	152	0.569687242978313	0.687486977967049
f__Erysipelotrichaceae.g__unassigned	Country	NO	-0.134882691980374	0.238003288423494	248	26	0.571901147508229	0.687827055786923
Intestinibacter	Country	NO	-0.360130353046213	0.639400121067985	248	155	0.574283040614098	0.688366203564373
Desulfovibrio	Country	NO	0.283389494683865	0.513493104974341	248	58	0.582003795258662	0.695279701718401
Colidextribacter	Country	NO	0.239806580750106	0.439165785270647	248	198	0.585991463204039	0.697702210370026
f__Ruminococcaceae.g__unassigned	Country	NO	0.202927142863109	0.379132700371689	248	88	0.593441048965847	0.701877121036019
Lactobacillus	Country	NO	-0.127429928135698	0.236845026931527	248	25	0.591493164486561	0.701877121036019
f__Eggerthellaceae.g__uncultured	Country	NO	0.25021133222084	0.481712215629705	248	83	0.604379524557584	0.71244738656457
Lachnospira	Group	healthy	-0.280278958872272	0.548123769694865	248	154	0.610023278289723	0.715337360202572
Roseburia	Country	NO	0.249019846338391	0.488144189252947	248	232	0.610849880622421	0.715337360202572
Olsenella	Group	healthy	-0.15508875481212	0.311648384570494	248	34	0.619620054116002	0.723228653328841
Parvimonas	Group	healthy	0.108730915176596	0.223622473650834	248	39	0.627685792032887	0.730248829946757
Bacteroides	Country	NO	-0.165070003831599	0.345114997577955	248	241	0.633257745939779	0.731947264787537
Escherichia.Shigella	Country	NO	0.371671132059683	0.774765388767989	248	154	0.632260160163387	0.731947264787537
Odoribacter	Country	NO	-0.19153326672729	0.407461900475805	248	178	0.639118485991179	0.733955422622129
Holdemania	Country	NO	0.139435340642677	0.296243798934859	248	106	0.638728614834655	0.733955422622129
Atopobium	Group	healthy	-0.103445715967321	0.222973584223654	248	42	0.643552104270174	0.736670575949138
Klebsiella	Country	NO	0.223540985332996	0.486655457061488	248	41	0.646776640186311	0.737988730468995
Lachnospiraceae_ND3007_group	Country	NO	-0.244018569289818	0.536254097111597	248	170	0.649867881341451	0.739146855455452
Merdibacter	Country	NO	-0.151808615070065	0.346847885149038	248	61	0.662376943093516	0.75097513293405
X.Eubacterium._ventriosum_group	Group	healthy	0.196900912596317	0.478214534094262	248	147	0.681248408395307	0.767482384141548
X.Ruminococcus._gauvreauii_group	Group	healthy	0.222382817363289	0.538914012001571	248	168	0.680568922923645	0.767482384141548
Shuttleworthia	Country	NO	0.0853624583889575	0.209059706710023	248	21	0.683775715120806	0.767899541271315
Fusobacterium	Country	NO	0.21964063743002	0.569955238672412	248	79	0.700608845035651	0.784329398844942
Alloprevotella	Country	NO	-0.19011357274746	0.52627780613524	248	22	0.718523737129575	0.801863480934573
o__Veillonellales.Selenomonadales.f__unassigned.g__unassigned	Country	NO	-0.0310802877494159	0.0917419022680127	248	8	0.735324123314489	0.818048087187369
Adlercreutzia	Country	NO	0.157059424885857	0.47301155133554	248	109	0.740420135003051	0.818498254161247
Lachnoanaerobaculum	Group	healthy	-0.033358109657008	0.101326122614133	248	17	0.742626224983379	0.818498254161247
UC5.1.2E3	Group	healthy	-0.0692169019980019	0.209148848257635	248	28	0.741242675077384	0.818498254161247
X.Eubacterium._ventriosum_group	Country	NO	0.12664458582657	0.449339427807041	248	147	0.778529568231111	0.855421377439122
Lactococcus	Group	healthy	-0.0784529899126235	0.294320542014181	248	34	0.790273509141403	0.862015147576894
Peptostreptococcus	Group	healthy	-0.0735657726991022	0.278051208005436	248	43	0.791794812521473	0.862015147576894
Lachnoanaerobaculum	Country	NO	-0.0259842884216959	0.0977807864720796	248	17	0.790897834520485	0.862015147576894
f__Coriobacteriales_Incertae_Sedis.g__uncultured	Country	NO	-0.0975007852537891	0.386620707004058	248	59	0.801308734655892	0.865166776507634
Paraprevotella	Country	NO	0.125480075470625	0.495358843338158	248	77	0.800440808109537	0.865166776507634
f__Christensenellaceae.g__uncultured	Group	healthy	-0.0638275211485124	0.253972087025836	248	36	0.801980438897526	0.865166776507634
o__Rhodospirillales.f__uncultured.g__uncultured	Country	NO	0.140890616929722	0.56793350806158	248	131	0.804480403392494	0.865241763165341
UBA1819	Group	healthy	0.126239970191568	0.532903036074345	248	145	0.813135500954459	0.869298013032394
TM7x	Group	healthy	0.0408152733145744	0.171068341825454	248	31	0.811846513218011	0.869298013032394
Fusicatenibacter	Country	NO	0.107357795723112	0.480606230340371	248	215	0.823599260918921	0.877848314033341
Prevotella_9	Country	NO	-0.109557489578386	0.504750772956087	248	45	0.828518568748879	0.879418246155809
f__Erysipelotrichaceae.g__unassigned	Group	healthy	-0.0546067693076848	0.253829353079474	248	26	0.830012726708853	0.879418246155809
Candidatus_Soleaferrea	Country	NO	-0.0549536202433945	0.263011136591409	248	81	0.834855300390796	0.881924293587903
f__Christensenellaceae.g__unassigned	Country	NO	-0.0803498842570411	0.422898488384962	248	62	0.84962211898078	0.893694880880195
Clostridium_sensu_stricto_1	Country	NO	0.109810554952025	0.583453744291437	248	118	0.851018439939287	0.893694880880195
Incertae_Sedis	Group	healthy	0.0579393683288967	0.362890174962587	248	231	0.873408513597138	0.913009546511562
Negativibacillus	Country	NO	0.0774159778565809	0.489291923208249	248	131	0.874540043147311	0.913009546511562
Butyricicoccus	Country	NO	-0.0544233930520673	0.352583222022472	248	225	0.87757784442398	0.913502083669406
X.Eubacterium._coprostanoligenes_group	Country	NO	0.0694053875669043	0.483972783290757	248	161	0.886198967337392	0.919786683300617
X.Eubacterium._eligens_group	Group	healthy	0.0755940342509151	0.548836216993683	248	132	0.890671810571479	0.92174175745188
Romboutsia	Country	NO	0.0698387254522138	0.520827601094968	248	107	0.89354644923708	0.922036336024349
Sutterella	Country	NO	-0.0895112910096525	0.69455575978282	248	190	0.897662385980855	0.923606385575677
Tyzzerella	Country	NO	-0.0354072134373735	0.288994840206622	248	51	0.902684890448786	0.926097466858121
f__Barnesiellaceae.g__uncultured	Country	NO	-0.0295636533698152	0.253955461129602	248	38	0.907512267496908	0.928374618473848
Terrisporobacter	Country	NO	0.0329392804733651	0.346098318339403	248	24	0.924339047851108	0.941413910169808
Shuttleworthia	Group	healthy	0.0208770833337684	0.222930112707216	248	21	0.925547383593913	0.941413910169808
Lachnospiraceae_FCS020_group	Country	NO	-0.0331472218888947	0.429147236817547	248	169	0.938556198703276	0.95192594512355
Subdoligranulum	Country	NO	0.0329913994558584	0.577332851445595	248	208	0.954520314652873	0.965141771900455
Parasutterella	Country	NO	-0.0367821382393037	0.680954813293144	248	143	0.957008554721518	0.965141771900455
f__Oscillospiraceae.g__uncultured	Country	NO	-0.0100626783449597	0.50063712668132	248	183	0.983995601907241	0.989554899093158
Prevotellaceae_NK3B31_group	Country	NO	0.00510854852007065	0.340849926901626	248	25	0.988065878340791	0.990849162505131
Fournierella	Country	NO	-0.00305250981694703	0.442813458008995	248	68	0.994510941382656	0.994510941382656
