feature	Actinomyces	Bifidobacterium	Rothia	Cutibacterium	Collinsella	Adlercreutzia	Eggerthella	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	Butyricimonas	Odoribacter	Muribaculaceae	Paraprevotella	Prevotella_7	Prevotella_9	Alistipes	Parabacteroides	Parasediminibacterium	Gastranaerophilales	Bilophila	Desulfovibrio	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Faecalitalea	Holdemania	Merdibacter	Turicibacter	X.Clostridium._innocuum_group	Enterococcus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	Gemella	Christensenellaceae_R.7_group	f__Christensenellaceae.g__unassigned	f__Christensenellaceae.g__uncultured	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Fusicatenibacter	GCA.900066575	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.003	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Roseburia	Sellimonas	Tuzzerella	Tyzzerella	UC5.1.2E3	X.Eubacterium._eligens_group	X.Eubacterium._fissicatena_group	X.Eubacterium._hallii_group	X.Eubacterium._ruminantium_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerotruncus	Candidatus_Soleaferrea	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	UCG.010	X.Clostridium._methylpentosum_group	X.Eubacterium._coprostanoligenes_group	Peptococcus	f__Peptococcaceae.g__uncultured	Family_XIII_AD3011_group	Family_XIII_UCG.001	Intestinibacter	Romboutsia	Phascolarctobacterium	Dialister	Veillonella	Fusobacterium	Methylobacterium.Methylorubrum	o__Rhodospirillales.f__uncultured.g__uncultured	Methylotenera	Janthinobacterium	Parasutterella	Sutterella	Escherichia.Shigella	Klebsiella	f__Enterobacteriaceae.g__unassigned	Haemophilus	Pseudomonas	Akkermansia	f__Coriobacteriales_Incertae_Sedis.g__uncultured	Enterorhabdus	f__Barnesiellaceae.g__uncultured	Alloprevotella	Prevotellaceae_NK3B31_group	Rikenellaceae_RC9_gut_group	Tannerellaceae	f__Desulfovibrionaceae.g__uncultured	Anaeroplasma	Dielma	Holdemanella	f__Erysipelotrichaceae.g__unassigned	Izemoplasmatales	Lactococcus	RF39	Anaerofustis	Defluviitaleaceae_UCG.011	Frisingicoccus	Howardella	Lachnospiraceae_UCG.001	Shuttleworthia	UCG.008	UCG.009	Pseudoflavonifractor	Hydrogenoanaerobacterium	Anaerofilum	Angelakisella	CAG.352	Caproiciproducens	Paludicola	Phocea	o__Oscillospirales.f__uncultured.g__uncultured	X.Eubacterium._brachy_group	Parvimonas	Peptostreptococcus	Terrisporobacter	Acidaminococcus
4031.2.lib29	2	0	2	0	311	0	14	0	0	0	3690	597	0	59	0	0	0	0	1497	115	0	3	0	0	0	0	82	0	6	5	38	4	0	114	0	0	454	0	112	162	0	0	758	0	2181	112	296	360	18	453	60	21	180	100	0	21	109	12	76	7	26	469	9	82	0	0	239	0	0	0	14	0	258	14	339	616	126	839	29	25	174	15	52	57	524	16	46	7	11	0	2	0	2968	28	58	67	110	628	13	46	8	75	4	0	12	0	11	5	22	0	2	0	0	24	2	2	0	3	0	583	0	27	0	0	42	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	6	5	9	0	0	0	0	0	0	5	0	35	0	0	0	12	0	0	0	67	0	0	0
4031.3.lib29	0	9	0	0	41	0	21	0	0	0	8392	537	0	118	0	0	0	0	1032	99	0	0	0	0	0	0	47	0	0	0	14	4	0	76	0	0	335	0	24	106	0	0	779	0	1333	31	242	183	86	250	113	37	265	156	0	10	87	16	217	13	14	897	4	59	0	0	121	0	0	0	0	0	193	12	356	715	44	419	35	21	274	0	48	42	377	20	39	10	13	0	0	0	2147	27	32	34	67	1178	45	66	0	116	12	29	10	0	26	7	30	0	0	0	0	18	0	11	0	6	4	190	0	3	0	0	13	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	209	0	0	0	13	0	0	0	9	0	8	0
4031.4.lib29	0	0	0	0	74	0	10	0	0	0	7101	630	0	149	0	0	0	0	1393	80	0	7	0	0	0	5	45	0	6	0	15	2	0	115	0	0	419	0	25	84	0	0	1314	0	1886	53	282	466	65	285	129	21	239	170	0	0	101	3	154	9	61	1098	9	107	0	0	219	0	0	0	9	0	332	16	508	714	28	515	37	20	281	11	45	36	475	22	15	8	17	0	0	0	2498	21	59	61	110	1639	37	66	0	150	4	2	6	0	5	12	13	0	0	0	0	26	9	0	0	10	3	203	0	20	0	0	26	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0	6	0	281	0	0	0	8	0	0	0	13	0	2	0
4032.2.lib29	5	225	0	0	0	0	13	0	0	0	8164	0	0	0	0	0	0	0	0	224	1700	2	0	0	0	0	34	0	0	30	42	0	0	488	0	0	352	0	0	0	0	137	163	66	2290	795	466	366	3	208	30	10	154	70	27	118	30	0	136	3	27	554	16	0	27	2	0	6	171	0	10	9	53	0	328	2188	56	219	42	0	37	291	19	0	336	74	164	0	13	0	0	2	4566	0	106	9	448	1762	3	0	3	25	0	0	50	0	0	13	0	124	3	0	285	62	0	5	0	2	0	0	0	0	0	243	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4034.2.lib29	0	10	0	0	178	17	0	0	0	0	3705	55	0	0	0	0	0	0	0	0	78	0	0	0	0	0	4	0	0	0	0	2	7	17	0	0	0	0	0	0	0	2	491	169	2265	985	196	521	0	160	62	0	297	236	58	8	0	0	73	10	8	615	0	0	0	0	45	0	165	0	0	0	159	27	524	772	0	94	24	40	0	0	3	0	2	15	3	0	12	0	0	0	4667	0	33	0	0	1622	0	0	0	7	0	0	0	0	0	0	0	332	8	1311	11	0	0	0	0	0	0	0	28	0	211	953	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4034.3.lib29	0	7	0	0	71	11	0	0	0	0	3761	32	0	0	0	0	0	0	0	0	66	4	0	0	0	0	6	0	2	0	0	0	6	38	2	0	0	0	0	0	0	0	445	74	2086	628	194	414	0	118	61	0	227	84	44	0	0	0	55	14	23	454	0	0	0	0	24	0	100	0	0	0	120	19	304	602	0	62	15	11	0	0	5	0	0	28	9	0	5	0	0	0	3044	0	41	0	0	1466	0	0	0	7	0	0	5	0	0	0	0	198	10	554	0	3	0	0	0	0	1	0	17	2	182	559	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4034.4.lib29	0	4	0	0	67	17	0	0	0	0	7500	190	0	0	0	0	0	0	0	0	226	8	0	0	0	0	5	0	0	0	0	0	3	30	0	0	0	0	0	0	0	0	493	59	1395	571	174	585	0	141	57	4	291	88	43	5	0	0	61	8	12	569	0	0	0	0	25	0	56	0	0	0	112	17	210	590	0	83	40	71	0	0	7	0	0	37	0	0	0	0	0	0	3633	0	71	0	0	1866	0	7	0	18	0	0	6	0	0	0	0	185	8	647	2	2	0	0	0	0	0	0	38	0	140	508	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4038.2.lib29	0	89	0	0	0	10	39	0	0	0	8896	139	0	32	62	0	0	0	0	587	157	0	312	235	12	29	81	4	0	0	0	0	9	31	0	4	79	9	0	2	0	0	155	24	2045	202	1064	818	70	101	0	12	548	46	55	10	0	0	57	0	5	480	35	0	0	4	35	0	256	7	0	5	0	75	2015	457	7	88	50	19	2	10	18	8	126	0	39	0	18	9	0	0	3230	0	77	0	47	3722	19	0	3	9	0	0	0	0	0	0	0	13	0	0	236	0	17	6	0	0	0	88	694	2168	0	0	0	0	1259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4038.3.lib29	0	28	0	0	0	0	14	0	0	0	8424	230	0	76	104	0	0	0	2	1061	192	0	355	349	15	9	26	3	0	0	3	0	0	14	0	2	141	12	2	0	0	0	218	11	1067	98	705	584	102	62	0	8	435	69	33	5	0	0	62	0	4	281	24	0	0	2	32	0	77	11	0	0	0	29	947	421	0	76	54	18	23	11	30	7	259	0	43	0	34	19	0	0	2481	0	74	3	71	2080	18	0	0	19	2	0	0	0	0	0	0	21	0	0	228	2	7	3	0	0	0	72	505	2109	0	0	0	2	3436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	5	3	0	0	0
4038.4.lib29	2	62	0	0	0	0	24	0	0	0	9106	186	0	39	98	0	0	0	0	944	193	0	162	352	33	20	64	4	0	2	0	0	0	69	9	2	124	6	0	10	0	2	208	14	2186	144	1129	679	110	57	0	37	481	93	37	8	0	0	61	3	2	477	42	0	0	0	24	0	215	0	0	7	0	28	1445	548	13	74	47	39	27	40	24	4	192	0	57	0	39	19	0	0	3804	0	85	6	64	2760	16	0	10	48	0	0	0	0	0	0	0	25	0	0	303	0	37	0	0	0	0	97	539	2661	0	0	20	0	2569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	4	6	0	0	0
4039.2.rerun.lib32	0	0	0	0	188	0	10	0	0	0	4859	0	0	12	0	0	0	0	25	49	1300	0	0	0	30	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	33	2330	337	479	925	0	0	58	11	856	5	0	278	66	0	161	0	0	210	0	0	0	0	0	0	4	0	0	0	0	8852	182	380	0	27	0	0	14	0	0	0	21	19	0	0	0	0	0	0	1049	0	128	0	0	766	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	25	7554	0	0	37	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4039.3.lib29	0	0	0	0	60	0	14	0	0	0	4236	0	0	20	0	0	0	0	0	2	1012	2	0	0	0	163	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	44	995	202	328	567	0	0	59	16	505	25	0	63	57	0	171	0	3	61	0	2	0	0	0	0	8	0	0	0	0	1948	53	161	5	29	0	8	0	0	0	0	11	20	0	0	4	0	0	0	1330	0	77	0	0	423	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	3	3	0	0	0	0	0	63	16755	0	0	10	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4039.4.lib29	0	0	0	2	26	0	0	0	0	0	7767	0	0	20	9	0	0	0	0	7	1495	0	0	0	0	140	0	0	3	0	0	0	0	14	0	0	0	0	0	0	0	0	0	29	793	155	348	436	0	0	60	7	556	33	0	67	21	0	122	0	0	82	0	0	0	0	0	0	8	0	0	0	0	1423	42	184	0	26	0	3	0	0	0	0	0	32	0	0	6	0	0	0	1651	0	58	0	0	343	0	0	0	0	0	0	0	0	0	0	0	204	0	7	0	0	2	0	0	0	0	0	53	28706	0	0	13	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4041.2.lib29	0	988	0	0	516	0	8	0	0	0	2830	0	0	0	74	0	0	0	0	1009	104	0	0	0	0	0	5	0	0	4	0	0	262	90	0	2	134	0	21	28	52	0	550	0	1720	0	409	221	17	0	15	2	61	51	0	0	68	0	25	0	10	103	5	114	0	0	33	0	0	0	38	95	105	0	9	1261	10	61	18	13	0	13	9	11	29	32	84	0	52	2	0	6	3057	0	65	17	49	953	0	25	4	8	0	0	103	0	0	5	2	0	0	280	0	0	0	0	25	0	0	0	111	0	134	0	27	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	1266
4041.3.lib29	0	719	0	0	642	0	6	0	0	0	1939	0	0	0	64	0	0	0	0	773	64	2	0	0	0	0	11	0	13	5	0	0	334	68	0	2	110	0	7	23	44	5	808	0	1229	0	396	261	22	0	19	0	69	50	0	0	64	0	34	0	8	90	5	127	0	0	26	0	0	0	35	97	111	0	4	1149	6	68	10	4	0	5	4	2	25	40	58	0	19	0	0	7	2118	0	41	13	42	551	0	20	4	11	0	0	40	0	14	8	0	0	0	168	0	0	0	3	9	0	0	0	77	0	66	0	20	0	46	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	389	0	0	0	0	1	0	0	0	855
4041.4.lib29	0	1028	0	0	551	0	5	0	0	0	4676	0	0	0	124	0	0	0	0	1605	194	0	0	0	0	2	16	0	0	7	0	0	331	110	0	3	140	0	20	23	80	0	1172	0	2390	0	585	389	43	0	20	5	140	111	0	0	122	0	44	0	19	146	4	197	0	0	55	0	0	0	53	159	145	0	6	1510	9	109	0	26	5	28	3	8	39	83	99	0	48	0	0	0	3563	0	98	13	74	921	0	41	2	13	8	0	92	0	27	6	0	0	0	517	0	0	0	2	17	0	0	0	222	0	105	0	18	2	74	0	0	0	0	0	0	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	433	0	0	0	0	0	0	0	0	2339
4045.2.lib29	7	209	6	0	193	4	0	0	46	0	4651	155	0	218	0	0	90	1475	0	291	536	0	0	20	0	28	10	0	0	0	0	0	10	149	11	5	71	0	0	0	0	0	672	92	1627	420	287	450	0	149	14	6	174	14	43	5	12	0	109	119	3	457	0	0	2	0	0	0	220	5	0	4	97	0	404	757	4	38	36	4	0	27	3	0	282	75	2	0	114	3	2	0	2233	0	43	0	136	758	0	0	0	22	0	0	18	0	0	4	0	9	72	0	401	59	53	0	0	0	0	0	143	2164	41	7	281	0	375	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
4045.3.lib29	6	230	0	0	287	2	3	0	77	0	3620	90	0	133	0	0	169	2155	0	265	313	0	0	38	0	33	16	0	4	0	0	0	24	291	14	6	70	0	0	0	0	0	787	147	2403	424	477	517	0	250	18	0	201	17	44	8	17	0	177	112	13	595	0	0	7	0	3	0	341	0	6	7	119	0	475	938	8	51	31	0	0	49	3	0	296	92	0	0	158	0	0	0	2038	0	34	0	242	740	0	0	0	19	0	0	17	0	0	4	0	7	40	0	540	43	59	0	0	0	0	0	125	3297	75	41	183	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4045.4.lib29	7	139	4	0	164	5	2	0	25	0	5514	136	0	227	0	0	452	2919	0	451	567	0	0	64	0	18	7	0	0	0	0	0	10	179	16	0	75	0	0	0	0	0	1055	91	1684	396	412	437	0	367	26	6	316	38	53	22	23	0	241	130	9	553	0	0	6	0	8	0	213	21	10	4	117	0	336	1539	0	60	31	10	0	70	5	0	486	103	0	0	153	6	0	0	2471	0	62	0	478	784	0	0	0	11	0	0	22	0	0	11	8	7	20	0	715	51	37	0	0	0	2	0	200	4385	115	7	194	0	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
4047.2.lib29	55	0	64	0	662	0	0	13	21	40	2186	255	2	11	25	0	184	0	3260	372	82	4	0	300	0	0	23	0	0	0	0	0	0	326	20	13	137	0	9	10	2	1399	77	372	1616	858	324	1404	0	70	30	0	485	9	53	21	31	0	154	15	226	116	0	0	0	0	18	0	162	0	19	0	220	0	62	530	0	214	57	5	46	31	29	0	128	24	84	7	0	0	0	0	1986	0	41	0	0	1646	2	0	0	43	2	0	4	0	0	9	24	0	0	960	186	185	82	0	0	0	0	0	458	2796	23	0	117	0	133	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4047.3.lib29	0	10	4	0	750	0	10	22	34	42	2582	351	15	39	82	0	314	0	5199	889	124	0	0	195	0	0	26	0	0	0	0	0	0	23	0	4	210	6	12	22	3	442	95	401	1461	879	270	984	0	45	44	3	261	18	48	21	18	0	113	10	184	114	0	0	0	0	19	0	158	0	15	0	184	0	41	461	0	197	41	7	78	53	26	0	241	41	70	6	4	0	0	0	1680	0	19	0	0	1291	0	0	0	51	4	0	13	5	0	16	21	0	0	2295	262	15	0	0	0	0	0	3	592	2389	32	0	8	0	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4047.4.lib29	0	10	5	0	616	0	3	16	25	35	3023	457	10	40	66	0	325	0	5478	830	135	0	0	228	0	0	47	0	0	0	0	0	0	36	3	0	203	6	18	20	0	502	88	482	1582	701	249	884	0	37	31	0	266	21	54	43	13	0	111	9	172	124	0	0	0	0	13	0	188	0	18	0	141	0	54	466	0	173	40	7	67	36	13	0	219	40	52	0	2	0	0	0	1724	0	18	0	0	1099	0	0	0	46	10	0	13	5	0	11	20	0	0	2881	272	8	5	0	0	0	0	3	644	2655	31	0	0	0	450	2	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4050.2.lib29	4	40	0	0	192	15	10	0	0	0	12004	0	0	0	0	0	0	0	0	0	2	0	0	224	0	4	45	0	0	0	0	0	0	432	0	8	312	0	0	99	0	0	415	84	1010	781	257	746	16	234	349	7	559	6	24	77	100	16	182	211	23	116	0	0	0	0	32	0	114	0	0	3	205	0	2	2883	0	61	262	17	62	0	11	67	122	46	21	0	9	0	0	3	4909	0	119	0	24	1342	0	0	25	35	13	0	4	0	0	5	0	65	0	0	163	55	0	0	11	0	0	0	0	1042	0	18	815	0	6234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
4050.3.lib29	0	18	2	0	218	12	0	0	0	0	10515	0	0	0	0	0	0	0	0	0	0	0	0	177	0	13	31	0	0	0	3	0	0	587	0	16	121	0	0	72	0	0	260	59	1047	529	101	619	25	73	179	3	321	5	0	32	72	11	177	136	13	111	0	0	0	0	17	0	94	0	0	0	85	0	0	1831	3	57	116	12	45	0	25	47	46	16	17	0	2	0	0	0	3065	0	86	0	19	541	0	0	17	17	3	2	5	0	0	3	0	40	0	0	39	25	0	0	0	0	0	0	0	609	0	6	539	0	4914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
4050.4.lib29	0	28	2	0	507	14	15	0	0	0	12005	0	0	0	0	0	0	0	0	0	0	8	0	373	0	7	78	0	0	0	0	0	0	802	0	12	126	0	0	116	0	10	364	64	1822	599	220	1148	10	161	311	19	448	0	41	102	85	18	263	254	5	146	7	0	0	0	40	14	191	0	0	0	188	0	4	2578	0	50	141	10	99	0	7	41	52	11	18	0	2	0	0	0	3575	0	158	0	40	924	9	0	23	19	0	0	23	0	0	12	0	54	0	0	105	35	0	2	0	0	0	0	0	782	0	0	341	0	13932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0
4052.2.lib29	3	173	0	0	547	0	0	22	7	69	2115	79	0	301	67	0	0	1078	5186	108	405	0	80	10	1097	0	29	0	15	19	0	0	0	27	0	0	92	15	0	0	0	3	24	14	1893	441	425	583	0	259	0	0	649	21	30	44	27	0	78	160	45	398	12	3	13	0	0	0	138	106	54	21	66	0	28	1656	3	46	34	31	41	31	79	12	577	12	31	0	111	3	9	22	4342	0	63	4	305	614	0	0	1	30	0	0	244	134	0	8	20	0	0	2344	0	16	0	0	25	0	0	9	310	2768	414	0	11	0	6500	0	0	0	0	0	0	9	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9	0	0	0	0	0	0	0	0	5	0	0	0	0
4052.3.lib29	0	90	0	0	181	0	0	9	2	23	842	31	3	118	23	0	0	271	1632	52	152	0	6	3	483	0	21	0	8	2	0	0	0	13	2	0	26	11	0	0	0	0	9	8	727	180	169	267	0	97	2	0	215	16	8	33	16	0	25	75	18	189	11	0	9	0	0	0	56	88	21	48	15	0	9	739	5	2	20	15	34	9	56	0	292	7	20	0	49	0	0	9	1594	0	24	5	208	217	0	3	0	7	0	0	106	42	0	0	6	0	0	448	0	3	0	0	9	0	0	11	104	939	178	0	0	0	1482	0	0	0	0	0	0	0	48	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0
4052.4.lib29	0	55	21	0	0	0	27	0	0	0	4284	0	0	0	9	0	0	0	15	0	0	38	0	0	0	0	30	0	0	0	0	0	13	236	0	0	0	0	0	0	0	0	76	30	355	0	136	653	0	32	0	0	231	65	0	33	0	0	191	4	38	125	0	10	0	0	17	0	51	0	0	0	34	11	631	391	0	27	0	0	0	3	0	0	0	155	0	0	43	0	0	0	1458	18	46	30	0	411	0	0	0	0	0	0	0	0	0	0	0	0	0	279	6	14	529	9	0	0	21	0	0	7075	0	0	70	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
4055.2.lib29	0	487	0	0	159	0	0	13	11	73	3080	50	73	78	92	651	144	395	2292	670	95	0	104	110	871	0	19	0	3	0	0	0	23	3	0	0	711	97	5	187	88	0	45	37	1414	223	362	701	0	337	16	4	118	16	20	73	19	0	48	70	133	418	0	0	39	0	81	0	113	25	3	13	15	0	1277	1160	0	94	47	0	151	133	34	12	1457	90	415	66	0	2	3	2	4617	69	27	14	41	1256	0	83	2	140	158	0	96	30	0	66	35	0	0	95	696	2	0	0	0	0	0	0	135	8349	0	73	15	0	0	9	0	0	787	79	0	52	0	62	0	80	0	0	0	0	0	0	0	43	0	0	32	9	0	0	8	0	75	0	23	0	0	0	0	0	0	0
4055.3.lib29	0	257	0	0	65	0	0	2	0	31	1211	26	22	35	19	265	49	171	970	302	43	0	54	59	360	0	13	0	0	0	0	0	7	16	0	0	409	42	0	102	43	0	36	25	858	172	219	451	0	193	6	0	61	0	13	33	9	0	27	30	70	244	0	0	11	0	44	0	55	12	0	2	11	0	775	646	0	50	23	7	59	63	10	7	756	35	279	25	0	0	0	0	3048	44	16	9	30	730	0	63	2	39	88	0	57	12	0	41	18	0	0	46	358	0	0	0	0	0	0	0	50	24746	0	18	3	0	0	0	2	0	298	25	0	19	0	25	0	48	0	0	0	0	0	0	0	33	0	0	0	8	0	0	0	0	45	0	9	0	0	0	0	0	0	0
4055.4.lib29	0	214	0	0	45	0	0	5	0	29	1130	19	23	17	10	242	48	214	949	225	31	0	48	81	350	0	13	0	0	0	0	0	8	10	0	2	508	79	14	153	48	0	28	19	776	192	176	477	0	286	13	0	73	5	24	35	19	0	35	46	122	443	0	0	27	0	64	0	36	6	0	8	10	2	1029	745	4	49	17	0	66	78	0	0	813	41	291	48	0	0	0	2	3373	57	8	17	25	782	0	62	0	81	111	0	63	20	0	48	26	0	2	42	377	5	0	0	0	0	0	0	65	6400	0	35	4	0	0	5	0	0	196	24	0	11	0	27	0	45	0	0	0	0	0	0	0	41	0	0	16	7	0	0	0	0	59	0	9	0	0	0	0	0	0	0
4059.2.lib29	11	14	0	18	0	0	39	13	15	0	8051	13	0	0	0	0	0	0	0	27	66	17	0	23	0	0	86	0	0	0	0	0	12	185	0	0	0	0	0	0	0	0	28	48	846	12	41	1296	11	60	21	11	354	73	19	41	0	0	420	0	35	203	0	25	0	0	0	0	148	0	0	0	27	237	1649	344	0	36	0	58	0	12	0	0	54	125	0	0	9	8	0	0	3213	3	65	16	0	1032	24	0	0	0	0	0	0	0	0	0	0	0	0	227	16	5	1225	0	0	9	4	0	0	8716	150	38	160	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0
4059.3.lib29	0	381	0	0	87	0	0	0	6	60	1717	31	35	36	41	406	88	674	2467	236	33	0	77	65	421	0	10	0	0	0	0	0	20	6	0	0	693	157	5	167	49	1	28	39	966	266	333	466	0	332	22	4	61	13	19	39	28	0	40	85	90	552	0	0	32	0	51	0	69	16	0	0	23	0	1305	1000	4	68	37	0	88	118	3	6	947	38	350	47	0	0	0	3	3752	52	15	15	32	733	0	80	0	92	132	2	71	18	0	83	29	0	5	56	665	0	0	0	2	0	0	4	75	7387	0	36	5	0	0	5	18	0	331	69	0	22	0	23	0	28	0	0	0	0	0	0	0	57	0	0	27	6	0	0	0	0	61	0	3	0	0	0	0	0	0	0
4061.2.lib29	0	15	0	0	0	0	50	0	0	0	7193	0	0	0	0	0	0	0	0	50	332	0	0	0	0	112	0	0	0	0	0	24	37	240	38	33	0	0	0	0	0	1192	0	7	46	0	0	56	58	0	0	530	1181	0	0	0	0	0	567	43	0	83	0	0	0	0	0	0	0	0	0	0	0	3274	4819	479	0	112	0	10	24	0	0	0	10	0	0	0	9	3	0	0	305	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	301	22	0	0	0	0	112	0	7381	495	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4061.3.lib29	0	31	0	0	0	0	58	0	0	0	10166	0	0	0	0	0	0	0	0	125	450	3	0	0	0	47	0	0	0	0	0	20	43	133	35	25	0	0	0	0	0	290	0	10	110	0	0	25	268	0	0	1111	3957	0	0	0	0	0	590	168	0	382	8	0	0	0	0	6	0	0	0	0	0	1688	3899	1544	0	113	2	50	89	0	9	0	23	0	0	0	18	16	7	0	434	0	102	0	0	0	4	0	0	0	0	0	0	0	0	0	0	73	0	0	0	754	13	0	0	0	0	174	0	6074	539	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
